customer_id,gender,senior_citizen,partner,dependents,tenure_months,contract,payment_method,internet_service,online_security,tech_support,paperless_billing,monthly_charges,total_charges,churn
CUST-15308,Male,0,Yes,Yes,4,One year,Credit card,Fiber optic,Yes,No internet service,Yes,51.18,220.77,No
CUST-15309,Male,0,No,Yes,17,One year,Credit card,Fiber optic,No internet service,No internet service,Yes,74.76,1323.71,No
CUST-15310,Female,0,Yes,Yes,16,Two year,Bank transfer,Fiber optic,No,No,No,71.47,1082.97,No
CUST-15311,Male,0,Yes,Yes,41,Month-to-month,Electronic check,No,No,Yes,Yes,49.44,1988.77,No
CUST-15312,Male,0,No,No,62,Two year,Electronic check,Fiber optic,No,No,Yes,62.98,4094.24,No
CUST-15313,Female,0,Yes,Yes,26,One year,Credit card,DSL,No,No internet service,No,100.21,2642.36,No
CUST-15314,Male,0,No,No,8,Two year,Bank transfer,No,No internet service,No,Yes,22.21,190.54,No
CUST-15315,Female,0,No,Yes,28,Month-to-month,Mailed check,Fiber optic,No,Yes,Yes,93.09,2613.04,Yes
CUST-15316,Female,0,No,Yes,6,Month-to-month,Mailed check,DSL,No,No,Yes,74.82,463.62,No
CUST-15317,Male,0,Yes,No,72,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,78.55,5572.52,No
CUST-15318,Male,0,Yes,No,41,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,18.0,743.38,No
CUST-15319,Female,0,Yes,Yes,13,One year,Mailed check,DSL,No internet service,No internet service,Yes,87.83,1170.61,No
CUST-15320,Male,0,Yes,No,36,Two year,Electronic check,Fiber optic,No,No internet service,Yes,18.0,688.92,No
CUST-15321,Female,0,No,Yes,12,One year,Electronic check,Fiber optic,Yes,No,No,50.67,604.72,No
CUST-15322,Female,0,Yes,No,1,Month-to-month,Bank transfer,No,No internet service,No internet service,Yes,46.87,69.04,No
CUST-15323,Female,0,Yes,No,29,Month-to-month,Credit card,No,No,No,Yes,62.24,1753.56,No
CUST-15324,Male,0,Yes,No,12,Month-to-month,Bank transfer,DSL,Yes,No,No,58.95,728.48,No
CUST-15325,Female,0,Yes,No,63,Two year,Bank transfer,Fiber optic,Yes,No internet service,Yes,56.57,3371.99,No
CUST-15326,Male,1,No,No,8,Month-to-month,Credit card,No,No,No,No,62.66,527.36,No
CUST-15327,Male,0,No,No,44,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,92.37,3914.58,No
CUST-15328,Male,0,No,No,27,Month-to-month,Electronic check,Fiber optic,No internet service,No,Yes,120.0,3121.71,Yes
CUST-15329,Male,0,No,No,46,Month-to-month,Electronic check,DSL,No internet service,No,Yes,18.0,790.24,No
CUST-15330,Female,0,No,Yes,8,Month-to-month,Credit card,No,No,No,Yes,38.9,303.34,No
CUST-15331,Male,0,Yes,No,14,Month-to-month,Bank transfer,Fiber optic,No,No internet service,No,65.01,886.79,Yes
CUST-15332,Female,1,Yes,Yes,41,Two year,Credit card,DSL,No internet service,Yes,Yes,50.52,2070.55,No
CUST-15333,Female,0,No,No,24,Two year,Mailed check,No,Yes,No internet service,No,59.09,1306.11,No
CUST-15334,Male,1,Yes,No,10,Two year,Mailed check,No,No,No,No,59.33,570.94,No
CUST-15335,Female,0,Yes,No,17,Two year,Electronic check,Fiber optic,Yes,Yes,No,73.03,1182.99,No
CUST-15336,Female,0,No,No,72,Month-to-month,Credit card,Fiber optic,No,No,Yes,110.66,7414.85,Yes
CUST-15337,Male,0,Yes,Yes,32,Month-to-month,Electronic check,Fiber optic,No internet service,Yes,No,109.21,3219.25,Yes
CUST-15338,Female,0,No,Yes,22,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,37.8,791.24,Yes
CUST-15339,Female,0,No,No,42,One year,Electronic check,Fiber optic,No internet service,No internet service,No,35.93,1589.92,No
CUST-15340,Female,0,Yes,No,14,One year,Electronic check,No,No,No,Yes,28.38,424.27,No
CUST-15341,Female,0,Yes,No,71,One year,Electronic check,Fiber optic,No internet service,Yes,Yes,24.39,1817.81,No
CUST-15342,Male,0,No,Yes,19,Month-to-month,Credit card,Fiber optic,No internet service,No,No,18.0,373.46,No
CUST-15343,Female,0,Yes,No,9,Month-to-month,Electronic check,DSL,No internet service,Yes,No,107.9,952.31,Yes
CUST-15344,Female,0,Yes,Yes,2,Month-to-month,Mailed check,DSL,No internet service,No,Yes,90.63,193.17,Yes
CUST-15345,Female,0,No,Yes,11,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,49.04,568.4,No
CUST-15346,Female,0,Yes,No,20,Two year,Electronic check,No,No,Yes,No,60.84,1279.6,No
CUST-15347,Male,0,Yes,No,29,Two year,Mailed check,Fiber optic,Yes,No,Yes,39.49,1179.75,No
CUST-15348,Female,0,Yes,Yes,49,Month-to-month,Credit card,Fiber optic,No,No,Yes,29.17,1431.06,No
CUST-15349,Male,0,No,No,69,One year,Credit card,Fiber optic,No,Yes,Yes,88.75,6043.1,No
CUST-15350,Female,0,Yes,Yes,2,Month-to-month,Electronic check,Fiber optic,No internet service,No,Yes,76.13,167.62,Yes
CUST-15351,Male,0,Yes,Yes,22,Month-to-month,Credit card,No,No,Yes,Yes,38.2,833.67,No
CUST-15352,Male,1,Yes,No,26,Month-to-month,Mailed check,No,No,No,No,114.81,2731.84,No
CUST-15353,Male,0,Yes,No,4,Month-to-month,Electronic check,DSL,Yes,Yes,Yes,106.56,417.39,No
CUST-15354,Male,0,No,Yes,18,One year,Bank transfer,No,No internet service,No internet service,No,31.76,546.84,No
CUST-15355,Male,0,No,Yes,9,Month-to-month,Electronic check,Fiber optic,No,No,No,23.54,225.59,No
CUST-15356,Female,1,Yes,Yes,1,Two year,Credit card,No,No,No internet service,Yes,76.56,92.22,No
CUST-15357,Female,0,Yes,No,1,Two year,Bank transfer,No,No internet service,No,Yes,120.0,134.81,Yes
CUST-15358,Female,0,Yes,No,34,Month-to-month,Electronic check,Fiber optic,No internet service,Yes,No,38.07,1373.56,Yes
CUST-15359,Male,1,No,Yes,22,Month-to-month,Bank transfer,Fiber optic,No,Yes,No,87.5,1973.22,No
CUST-15360,Female,1,Yes,No,30,One year,Mailed check,No,No internet service,No internet service,No,50.95,1427.66,No
CUST-15361,Male,1,Yes,Yes,27,Two year,Mailed check,Fiber optic,No,No,No,85.53,2378.63,Yes
CUST-15362,Male,0,No,No,3,Month-to-month,Mailed check,DSL,No,Yes,Yes,18.0,72.18,Yes
CUST-15363,Female,0,Yes,Yes,3,Month-to-month,Mailed check,Fiber optic,No,No,Yes,40.25,144.15,No
CUST-15364,Female,0,No,No,6,Two year,Bank transfer,Fiber optic,Yes,No,No,73.38,466.43,No
CUST-15365,Male,0,Yes,Yes,12,Month-to-month,Bank transfer,No,No,No,Yes,74.28,891.57,Yes
CUST-15366,Male,0,Yes,No,67,Month-to-month,Credit card,DSL,No,No internet service,Yes,18.0,1235.59,No
CUST-15367,Female,0,No,Yes,26,Two year,Electronic check,No,No internet service,Yes,Yes,40.35,1111.67,No
CUST-15368,Female,0,Yes,No,7,Month-to-month,Mailed check,Fiber optic,No,No,Yes,45.41,331.75,No
CUST-15369,Female,0,Yes,No,1,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,84.55,97.99,Yes
CUST-15370,Female,0,Yes,No,27,Month-to-month,Electronic check,No,No,No,No,60.04,1617.16,Yes
CUST-15371,Male,1,No,Yes,23,Month-to-month,Credit card,DSL,Yes,Yes,No,77.03,1626.99,No
CUST-15372,Female,0,Yes,No,27,Two year,Electronic check,DSL,No,Yes,Yes,106.13,2794.0,Yes
CUST-15373,Female,0,No,No,7,Month-to-month,Credit card,DSL,No,No,Yes,60.12,412.84,No
CUST-15374,Female,0,No,No,17,Two year,Bank transfer,DSL,No internet service,No internet service,Yes,84.41,1450.41,No
CUST-15375,Male,0,No,Yes,10,Month-to-month,Mailed check,Fiber optic,No,Yes,Yes,94.66,928.64,Yes
CUST-15376,Male,1,No,No,40,Month-to-month,Credit card,DSL,No,No internet service,No,55.69,2196.81,No
CUST-15377,Male,0,Yes,No,1,One year,Credit card,No,Yes,No,Yes,51.12,72.85,No
CUST-15378,Male,0,Yes,Yes,7,Two year,Credit card,No,Yes,Yes,Yes,86.82,608.85,No
CUST-15379,Female,0,Yes,No,22,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,77.97,1820.42,No
CUST-15380,Male,0,Yes,No,5,One year,Electronic check,DSL,No internet service,No,Yes,99.42,477.57,Yes
CUST-15381,Female,0,Yes,Yes,26,Month-to-month,Credit card,Fiber optic,No internet service,No,Yes,77.99,2105.73,No
CUST-15382,Female,0,Yes,No,3,Two year,Bank transfer,No,No,No,Yes,56.7,182.36,Yes
CUST-15383,Female,0,No,No,0,Two year,Electronic check,Fiber optic,No,No internet service,Yes,71.04,20.0,Yes
CUST-15384,Female,1,No,Yes,47,One year,Credit card,DSL,Yes,No internet service,No,48.76,2254.0,No
CUST-15385,Male,0,Yes,No,9,One year,Bank transfer,DSL,Yes,Yes,Yes,18.0,178.51,Yes
CUST-15386,Male,0,Yes,No,4,Month-to-month,Mailed check,DSL,No internet service,No internet service,Yes,90.83,376.03,No
CUST-15387,Male,0,Yes,Yes,4,Month-to-month,Mailed check,DSL,No internet service,No,No,31.02,136.17,No
CUST-15388,Female,0,Yes,Yes,52,Month-to-month,Credit card,Fiber optic,Yes,No internet service,Yes,75.44,3582.0,No
CUST-15389,Female,0,Yes,No,25,Month-to-month,Mailed check,No,No,No internet service,No,66.33,1674.93,No
CUST-15390,Female,0,No,No,72,One year,Electronic check,DSL,No,No,Yes,72.5,4738.1,No
CUST-15391,Female,0,Yes,Yes,38,Month-to-month,Mailed check,DSL,Yes,No,Yes,26.07,1019.55,Yes
CUST-15392,Female,0,Yes,Yes,35,Month-to-month,Credit card,No,No internet service,Yes,Yes,20.3,693.95,No
CUST-15393,Male,0,Yes,No,16,Two year,Bank transfer,No,Yes,No,Yes,64.64,1012.26,No
CUST-15394,Female,0,No,No,41,Two year,Credit card,Fiber optic,No internet service,Yes,No,68.28,2855.68,No
CUST-15395,Male,1,No,No,12,Month-to-month,Electronic check,No,No internet service,No,No,74.1,840.41,Yes
CUST-15396,Female,0,No,No,42,Month-to-month,Bank transfer,Fiber optic,No,Yes,Yes,45.0,1905.14,No
CUST-15397,Female,0,Yes,No,34,Month-to-month,Electronic check,No,No internet service,No,No,31.65,1080.93,No
CUST-15398,Male,0,Yes,No,27,Month-to-month,Mailed check,No,Yes,No internet service,No,86.36,2264.4,Yes
CUST-15399,Male,1,Yes,No,9,Month-to-month,Mailed check,No,No,No,No,120.0,1093.35,Yes
CUST-15400,Female,0,Yes,Yes,23,Two year,Credit card,DSL,No,No,Yes,80.5,1786.38,No
CUST-15401,Female,0,No,No,16,One year,Electronic check,Fiber optic,No,No,Yes,94.71,1443.93,No
CUST-15402,Female,0,Yes,No,14,One year,Electronic check,DSL,No,No,No,18.0,250.18,No
CUST-15403,Female,0,Yes,Yes,72,Month-to-month,Electronic check,Fiber optic,No,No internet service,No,90.89,6489.42,No
CUST-15404,Male,0,No,Yes,16,Month-to-month,Electronic check,DSL,Yes,No,No,47.8,818.47,No
CUST-15405,Female,0,Yes,No,0,Month-to-month,Electronic check,Fiber optic,No internet service,No,Yes,56.27,20.0,Yes
CUST-15406,Male,1,No,No,23,Two year,Credit card,DSL,No internet service,No internet service,Yes,104.99,2227.38,No
CUST-15407,Female,0,Yes,No,31,Month-to-month,Mailed check,Fiber optic,No,No,Yes,51.58,1511.72,Yes
CUST-15408,Male,0,Yes,No,51,Month-to-month,Credit card,Fiber optic,No internet service,Yes,No,84.03,4294.42,Yes
CUST-15409,Male,0,Yes,Yes,24,Month-to-month,Electronic check,DSL,Yes,No,No,54.24,1191.98,Yes
CUST-15410,Female,0,No,No,0,One year,Credit card,No,Yes,No internet service,Yes,18.0,20.0,No
CUST-15411,Male,0,Yes,Yes,3,Month-to-month,Electronic check,DSL,No internet service,No,Yes,88.23,296.89,Yes
CUST-15412,Female,0,Yes,Yes,4,Month-to-month,Credit card,DSL,No internet service,No internet service,No,67.26,276.35,No
CUST-15413,Male,0,Yes,Yes,5,Month-to-month,Bank transfer,Fiber optic,No,Yes,Yes,69.78,380.77,Yes
CUST-15414,Female,0,No,No,38,Month-to-month,Mailed check,Fiber optic,No,No,No,74.41,2610.55,No
CUST-15415,Male,0,No,Yes,8,One year,Bank transfer,DSL,No,No,Yes,108.37,806.31,Yes
CUST-15416,Female,0,Yes,No,8,Two year,Credit card,DSL,No,Yes,No,65.03,515.32,No
CUST-15417,Female,0,Yes,Yes,33,Month-to-month,Bank transfer,Fiber optic,No,Yes,Yes,18.0,606.17,Yes
CUST-15418,Male,0,No,No,12,Two year,Electronic check,No,Yes,No,No,109.65,1368.94,No
CUST-15419,Male,1,No,No,1,Month-to-month,Bank transfer,DSL,Yes,No,No,73.63,88.31,No
CUST-15420,Male,0,No,No,21,Month-to-month,Credit card,DSL,No,No,Yes,36.47,739.33,Yes
CUST-15421,Male,0,Yes,No,3,One year,Credit card,Fiber optic,Yes,No,No,91.86,287.82,No
CUST-15422,Female,0,Yes,No,20,Month-to-month,Bank transfer,Fiber optic,No internet service,No,Yes,25.85,512.12,No
CUST-15423,Male,0,No,No,36,Month-to-month,Electronic check,DSL,No internet service,No,Yes,18.0,603.62,No
CUST-15424,Female,0,No,No,63,One year,Bank transfer,DSL,No,No,Yes,97.66,5862.4,No
CUST-15425,Male,0,No,No,1,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,99.87,113.79,Yes
CUST-15426,Female,1,Yes,Yes,8,One year,Mailed check,Fiber optic,No,No,Yes,100.27,802.72,Yes
CUST-15427,Female,0,No,No,25,One year,Mailed check,DSL,No,Yes,Yes,51.32,1197.03,No
CUST-15428,Female,0,No,No,9,Month-to-month,Mailed check,Fiber optic,Yes,No internet service,No,55.45,520.43,No
CUST-15429,Female,0,No,No,14,Month-to-month,Electronic check,DSL,No,No,Yes,51.48,700.44,Yes
CUST-15430,Male,0,Yes,No,0,Month-to-month,Credit card,Fiber optic,No,No internet service,No,22.37,20.0,Yes
CUST-15431,Male,0,No,No,28,Month-to-month,Credit card,Fiber optic,No internet service,No,Yes,53.58,1438.76,No
CUST-15432,Female,0,No,No,51,Month-to-month,Electronic check,No,No,Yes,No,55.53,2763.96,No
CUST-15433,Male,1,No,Yes,72,Month-to-month,Credit card,Fiber optic,No,Yes,No,29.05,2180.92,No
CUST-15434,Male,0,No,Yes,42,Month-to-month,Credit card,Fiber optic,No internet service,No internet service,Yes,108.33,4584.01,No
CUST-15435,Female,0,No,No,0,Month-to-month,Electronic check,Fiber optic,No,No,No,42.88,20.0,No
CUST-15436,Male,0,No,Yes,25,One year,Bank transfer,Fiber optic,No internet service,No internet service,Yes,110.49,2784.73,Yes
CUST-15437,Male,0,Yes,Yes,16,Month-to-month,Electronic check,DSL,Yes,No,No,92.67,1388.51,No
CUST-15438,Male,0,No,No,66,Two year,Electronic check,No,No,No internet service,No,71.46,4490.14,No
CUST-15439,Female,0,No,No,55,Month-to-month,Mailed check,No,Yes,No,No,23.49,1272.51,No
CUST-15440,Male,0,Yes,No,72,Month-to-month,Electronic check,Fiber optic,No,Yes,Yes,86.79,6240.28,Yes
CUST-15441,Female,0,Yes,No,47,One year,Credit card,DSL,No internet service,No internet service,Yes,120.0,5493.69,No
CUST-15442,Male,1,Yes,No,18,Two year,Credit card,Fiber optic,No internet service,No,Yes,45.44,827.72,No
CUST-15443,Male,0,No,Yes,30,Two year,Electronic check,Fiber optic,No internet service,No,Yes,78.26,2373.47,No
CUST-15444,Male,0,Yes,Yes,72,Month-to-month,Electronic check,DSL,No,No,Yes,55.25,4174.06,Yes
CUST-15445,Female,0,No,Yes,20,One year,Electronic check,No,Yes,No internet service,Yes,18.0,392.91,No
CUST-15446,Female,0,No,Yes,43,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,66.82,2824.25,No
CUST-15447,Male,0,No,No,68,Month-to-month,Bank transfer,No,Yes,Yes,Yes,57.58,3980.15,No
CUST-15448,Female,0,Yes,No,20,One year,Bank transfer,No,No,No,Yes,26.25,527.05,No
CUST-15449,Male,0,Yes,No,4,Month-to-month,Bank transfer,Fiber optic,No,No internet service,No,93.96,412.72,No
CUST-15450,Female,0,Yes,No,4,Month-to-month,Electronic check,Fiber optic,No,No,No,41.03,169.62,Yes
CUST-15451,Female,0,Yes,No,2,One year,Electronic check,DSL,No internet service,Yes,Yes,46.8,107.12,Yes
CUST-15452,Male,0,No,No,15,Two year,Electronic check,Fiber optic,No,No,No,83.58,1196.95,No
CUST-15453,Male,0,No,Yes,15,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,29.81,441.35,Yes
CUST-15454,Male,0,Yes,No,23,One year,Bank transfer,Fiber optic,Yes,No,Yes,87.9,1922.82,Yes
CUST-15455,Male,0,No,No,15,Month-to-month,Electronic check,Fiber optic,No internet service,No,Yes,70.84,1072.71,No
CUST-15456,Female,0,Yes,Yes,72,Month-to-month,Mailed check,Fiber optic,No internet service,No,No,73.54,5495.25,Yes
CUST-15457,Female,0,Yes,No,8,One year,Bank transfer,Fiber optic,Yes,No,No,101.82,761.33,No
CUST-15458,Female,0,No,No,49,Two year,Electronic check,Fiber optic,No internet service,No internet service,Yes,50.03,2532.28,No
CUST-15459,Male,0,Yes,Yes,2,Month-to-month,Electronic check,DSL,No,No,Yes,36.77,89.5,Yes
CUST-15460,Male,0,No,No,22,One year,Electronic check,Fiber optic,No internet service,No,Yes,18.0,411.41,Yes
CUST-15461,Female,0,No,Yes,25,Month-to-month,Electronic check,No,No,Yes,No,41.7,1061.26,No
CUST-15462,Male,0,No,No,35,Two year,Bank transfer,DSL,No internet service,Yes,Yes,59.5,2069.77,No
CUST-15463,Female,0,Yes,No,16,One year,Electronic check,No,No,No,Yes,48.12,723.82,No
CUST-15464,Female,0,Yes,Yes,5,One year,Credit card,DSL,Yes,No,Yes,74.31,381.36,No
CUST-15465,Female,0,Yes,Yes,11,Two year,Electronic check,No,Yes,No,No,26.18,281.89,No
CUST-15466,Female,0,No,No,7,Month-to-month,Bank transfer,No,No,Yes,No,52.42,350.39,No
CUST-15467,Female,0,Yes,No,13,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,84.09,1036.93,Yes
CUST-15468,Male,0,Yes,No,18,One year,Electronic check,DSL,Yes,No,No,92.06,1585.31,No
CUST-15469,Male,0,No,No,23,One year,Mailed check,DSL,Yes,Yes,Yes,112.62,2617.97,No
CUST-15470,Male,0,No,No,44,One year,Electronic check,DSL,No,No,Yes,47.6,2025.69,No
CUST-15471,Female,0,No,Yes,57,Month-to-month,Mailed check,No,No,No,Yes,27.44,1542.48,No
CUST-15472,Female,0,No,No,14,One year,Bank transfer,DSL,No internet service,No internet service,Yes,90.81,1278.32,No
CUST-15473,Female,0,Yes,No,2,One year,Electronic check,Fiber optic,No internet service,Yes,Yes,67.93,142.97,Yes
CUST-15474,Female,1,Yes,No,38,Month-to-month,Electronic check,Fiber optic,No internet service,No,Yes,49.25,1802.01,No
CUST-15475,Male,0,Yes,Yes,15,Month-to-month,Credit card,Fiber optic,No,No,Yes,33.18,499.8,Yes
CUST-15476,Male,0,Yes,Yes,18,Month-to-month,Bank transfer,No,No internet service,Yes,Yes,34.53,603.78,Yes
CUST-15477,Female,0,No,No,21,Two year,Electronic check,Fiber optic,No internet service,No,No,55.14,1127.43,No
CUST-15478,Female,0,Yes,Yes,26,Month-to-month,Mailed check,Fiber optic,No internet service,No,Yes,120.0,3058.81,No
CUST-15479,Female,0,No,No,52,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,65.71,3396.81,Yes
CUST-15480,Male,0,Yes,No,72,Month-to-month,Electronic check,No,No internet service,No,Yes,91.3,6222.71,Yes
CUST-15481,Male,0,Yes,Yes,67,Month-to-month,Electronic check,DSL,Yes,No,No,35.03,2378.01,No
CUST-15482,Male,1,No,No,39,One year,Bank transfer,Fiber optic,No,No,No,18.0,742.41,No
CUST-15483,Female,0,Yes,No,52,Two year,Mailed check,No,No,No,No,85.01,4086.88,No
CUST-15484,Female,0,No,Yes,1,Month-to-month,Credit card,DSL,No,Yes,No,34.43,52.49,No
CUST-15485,Male,0,No,No,45,Month-to-month,Electronic check,DSL,No,No internet service,Yes,35.09,1523.15,Yes
CUST-15486,Female,0,No,Yes,1,Month-to-month,Bank transfer,Fiber optic,No,Yes,Yes,64.72,79.27,Yes
CUST-15487,Male,0,Yes,Yes,32,Month-to-month,Electronic check,No,No,No,No,109.31,3488.89,No
CUST-15488,Female,0,No,Yes,4,Month-to-month,Bank transfer,DSL,No,No internet service,No,92.36,364.17,No
CUST-15489,Male,1,Yes,No,10,Month-to-month,Mailed check,DSL,Yes,No,Yes,44.41,480.11,No
CUST-15490,Female,0,No,No,4,One year,Electronic check,Fiber optic,No,No,Yes,74.38,293.92,No
CUST-15491,Male,0,Yes,No,14,Month-to-month,Credit card,Fiber optic,No,No internet service,No,80.0,1150.07,No
CUST-15492,Male,1,Yes,Yes,12,One year,Electronic check,DSL,No,No,No,80.9,989.45,No
CUST-15493,Male,0,No,No,1,Month-to-month,Credit card,No,Yes,No,Yes,55.48,73.83,Yes
CUST-15494,Male,0,Yes,No,42,Month-to-month,Bank transfer,Fiber optic,No,No internet service,Yes,80.18,3311.66,Yes
CUST-15495,Male,0,No,No,46,Two year,Mailed check,Fiber optic,No internet service,Yes,No,80.94,3460.04,No
CUST-15496,Male,0,Yes,Yes,37,Month-to-month,Credit card,Fiber optic,No,No,No,77.27,2605.46,No
CUST-15497,Female,0,No,Yes,45,Month-to-month,Electronic check,No,No,No internet service,No,30.51,1449.9,No
CUST-15498,Female,0,No,No,33,Two year,Mailed check,DSL,Yes,Yes,Yes,65.32,1971.59,No
CUST-15499,Female,0,Yes,Yes,66,Month-to-month,Credit card,Fiber optic,No,Yes,Yes,93.34,6096.53,No
CUST-15500,Male,0,No,Yes,20,Month-to-month,Credit card,DSL,No,No,Yes,18.0,387.93,Yes
CUST-15501,Male,0,No,No,20,Month-to-month,Electronic check,Fiber optic,No internet service,No internet service,Yes,101.51,1848.75,No
CUST-15502,Female,0,No,No,47,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,No,90.86,4108.25,No
CUST-15503,Male,1,Yes,No,10,One year,Electronic check,DSL,No internet service,No,Yes,77.2,750.09,No
CUST-15504,Male,0,No,Yes,1,Two year,Bank transfer,DSL,No,No internet service,Yes,80.15,94.64,No
CUST-15505,Male,0,Yes,No,33,Month-to-month,Electronic check,DSL,No,Yes,No,65.34,2014.08,No
CUST-15506,Male,0,Yes,No,7,One year,Electronic check,No,No internet service,No internet service,Yes,36.12,261.85,No
CUST-15507,Male,0,Yes,No,15,One year,Electronic check,Fiber optic,Yes,No,Yes,57.64,816.82,Yes
CUST-15508,Female,0,No,Yes,6,Two year,Mailed check,Fiber optic,Yes,No internet service,No,66.24,389.33,No
CUST-15509,Female,0,No,No,42,One year,Bank transfer,Fiber optic,No internet service,Yes,Yes,57.4,2387.56,Yes
CUST-15510,Female,0,Yes,No,72,Two year,Mailed check,Fiber optic,No internet service,Yes,No,76.35,5165.09,No
CUST-15511,Female,0,No,No,1,Month-to-month,Bank transfer,Fiber optic,No internet service,No,Yes,75.21,88.56,No
CUST-15512,Female,0,No,No,6,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,65.92,427.28,No
CUST-15513,Male,0,Yes,Yes,5,Month-to-month,Electronic check,DSL,No,Yes,No,81.26,412.08,Yes
CUST-15514,Male,0,No,Yes,26,Two year,Mailed check,DSL,No,No internet service,Yes,84.5,2270.84,No
CUST-15515,Male,0,Yes,Yes,13,Month-to-month,Electronic check,No,No internet service,Yes,Yes,33.29,412.85,No
CUST-15516,Male,0,Yes,No,14,One year,Mailed check,DSL,Yes,No,No,100.13,1415.57,No
CUST-15517,Female,0,Yes,No,4,Month-to-month,Mailed check,Fiber optic,No internet service,No,Yes,46.12,208.68,No
CUST-15518,Female,1,No,No,12,Two year,Electronic check,Fiber optic,No,Yes,Yes,75.39,928.71,No
CUST-15519,Female,0,No,Yes,8,One year,Mailed check,Fiber optic,No,Yes,Yes,58.09,497.02,No
CUST-15520,Male,0,Yes,No,22,One year,Bank transfer,Fiber optic,Yes,No,No,65.55,1342.17,No
CUST-15521,Female,0,Yes,Yes,5,Two year,Mailed check,DSL,Yes,No,Yes,101.92,491.74,No
CUST-15522,Male,0,No,No,22,Two year,Bank transfer,Fiber optic,No,No internet service,Yes,59.64,1232.21,No
CUST-15523,Female,0,No,Yes,11,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,76.07,852.74,Yes
CUST-15524,Female,0,No,No,10,Two year,Bank transfer,DSL,No,No internet service,Yes,96.77,1035.69,No
CUST-15525,Male,0,No,No,8,Month-to-month,Mailed check,Fiber optic,No,Yes,Yes,89.22,706.83,No
CUST-15526,Male,0,No,No,26,One year,Electronic check,Fiber optic,No internet service,No,No,80.31,2185.39,No
CUST-15527,Female,1,No,No,19,Month-to-month,Credit card,No,Yes,No internet service,No,120.0,2377.22,No
CUST-15528,Female,1,No,Yes,45,Month-to-month,Electronic check,DSL,No,Yes,Yes,67.66,3131.05,Yes
CUST-15529,Male,0,Yes,No,6,Two year,Electronic check,No,Yes,No,No,95.94,579.5,No
CUST-15530,Female,0,No,No,0,One year,Bank transfer,No,No,No,No,120.0,20.0,No
CUST-15531,Female,0,Yes,No,4,Month-to-month,Credit card,DSL,No internet service,No internet service,No,48.0,194.41,No
CUST-15532,Male,1,Yes,Yes,10,Month-to-month,Electronic check,Fiber optic,No,Yes,Yes,114.17,1129.56,No
CUST-15533,Female,0,Yes,No,4,Two year,Electronic check,DSL,No internet service,No,Yes,80.18,350.68,No
CUST-15534,Male,0,No,Yes,2,Month-to-month,Electronic check,DSL,No internet service,No,Yes,116.99,247.46,Yes
CUST-15535,Female,1,No,No,14,Month-to-month,Mailed check,Fiber optic,Yes,No,No,70.39,907.15,Yes
CUST-15536,Male,0,No,Yes,27,One year,Credit card,Fiber optic,Yes,No,No,90.87,2520.87,No
CUST-15537,Female,0,Yes,No,33,Month-to-month,Credit card,DSL,No,No,Yes,24.04,749.34,No
CUST-15538,Male,0,No,No,12,One year,Electronic check,Fiber optic,No,No,No,30.26,355.77,No
CUST-15539,Female,1,Yes,Yes,15,Month-to-month,Electronic check,No,No,No,Yes,84.16,1200.43,Yes
CUST-15540,Male,0,No,No,33,Month-to-month,Credit card,Fiber optic,No,No,No,85.26,2634.23,Yes
CUST-15541,Female,0,Yes,No,10,Two year,Electronic check,DSL,Yes,No,No,41.77,440.83,No
CUST-15542,Female,0,No,Yes,36,Two year,Electronic check,DSL,No internet service,Yes,No,86.83,3274.36,Yes
CUST-15543,Female,0,No,Yes,72,Two year,Electronic check,Fiber optic,Yes,No internet service,No,77.58,5145.28,No
CUST-15544,Female,0,No,No,50,One year,Electronic check,Fiber optic,Yes,No,Yes,82.41,3969.5,No
CUST-15545,Female,0,No,No,14,Month-to-month,Electronic check,Fiber optic,No,No,No,97.19,1367.34,No
CUST-15546,Female,1,No,No,20,Month-to-month,Electronic check,DSL,No,No,No,25.35,512.24,Yes
CUST-15547,Female,0,Yes,No,30,One year,Bank transfer,Fiber optic,No,Yes,Yes,90.0,2591.4,No
CUST-15548,Female,1,No,No,10,Month-to-month,Bank transfer,Fiber optic,No internet service,Yes,Yes,80.15,768.23,Yes
CUST-15549,Female,0,Yes,Yes,38,Month-to-month,Mailed check,Fiber optic,No,No internet service,Yes,43.71,1652.62,No
CUST-15550,Male,0,Yes,No,13,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,29.49,394.26,No
CUST-15551,Male,0,Yes,No,45,Month-to-month,Credit card,No,Yes,Yes,No,51.32,2441.9,No
